"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2018-08",,,,,"13",",S","10",",S",,,,,,,,,,,,,"1.54",",,S,21,",,,,,,,"6.65",",,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2018-09",,,,,"10","2,S","8","2,S",,,,,,,,,,,,,"1.67","2,,S,23,",,,,,,,"4.11","2,,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2018-10",,,,,"1","2,S","1","2,S",,,,,,,,,,,,,"0.16","2,,S,09,",,,,,,,"0.16","2,,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2018-11",,,,,"3",",S","2",",S",,,,,,,,,,,,,"0.20",",,S,04,+",,,,,,,"0.44",",,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2018-12",,,,,"2",",S","2",",S",,,,,,,,,,,,,"0.12",",,S,10,",,,,,,,"0.23",",,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2019-01",,,,,"4",",S","4",",S",,,,,,,,,,,,,"2.40",",,S,05,",,,,,,,"4.51",",,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2019-02",,,,,"9","2,S","9","2,S",,,,,,,,,,,,,"1.89","2,,S,21,",,,,,,,"4.74","2,,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2019-03",,,,,"6",",S","3",",S",,,,,,,,,,,,,"0.51",",,S,03,",,,,,,,"1.20",",,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2019-04",,,,,"6",",S","5",",S",,,,,,,,,,,,,"1.97",",,S,16,",,,,,,,"3.46",",,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2019-05",,,,,"2",",S","2",",S",,,,,,,,,,,,,"0.24",",,S,24,",,,,,,,"0.36",",,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2019-06",,,,,"3",",S","3",",S",,,,,,,,,,,,,"1.57",",,S,12,",,,,,,,"1.81",",,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2019-07",,,,,"14","1,S","10","1,S",,,,,,,,,,,,,"2.44","1,,S,31,",,,,,,,"7.55","1,,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2019-08",,,,,"10","1,S","9","1,S",,,,,,,,,,,,,"1.65","1,,S,10,",,,,,,,"5.22","1,,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2019-09",,,,,"9",",S","7",",S",,,,,,,,,,,,,"2.36",",,S,29,",,,,,,,"7.59",",,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2019-10",,,,,"4",",S","3",",S",,,,,,,,,,,,,"1.36",",,S,04,",,,,,,,"2.37",",,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2019-11",,,,,"3","1,S","2","1,S",,,,,,,,,,,,,"0.35","1,,S,28,",,,,,,,"0.70","1,,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2019-12",,,,,"3",",S","3",",S",,,,,,,,,,,,,"1.03",",,S,13,",,,,,,,"1.28",",,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2020-01",,,,,"6",",S","5",",S",,,,,,,,,,,,,"0.92",",,S,29,",,,,,,,"2.72",",,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2020-02",,,,,"3","1,S","2","1,S",,,,,,,,,,,,,"0.31","1,,S,29,",,,,,,,"0.63","1,,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2020-03",,,,,"8","2,S","7","2,S",,,,,,,,,,,,,"1.79","2,,S,06,",,,,,,,"6.05","2,,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2020-04",,,,,"5","1,S","4","1,S",,,,,,,,,,,,,"0.98","1,,S,06,",,,,,,,"2.43","1,,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2020-05",,,,,"5",",S","2",",S",,,,,,,,,,,,,"0.28",",,S,14,",,,,,,,"0.58",",,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2020-06",,,,,"9",",S","7",",S",,,,,,,,,,,,,"0.83",",,S,22,",,,,,,,"3.32",",,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2020-07",,,,,"6",",S","6",",S",,,,,,,,,,,,,"1.69",",,S,12,",,,,,,,"5.30",",,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2020-08",,,,,"15","2,S","14","2,S",,,,,,,,,,,,,"6.26","2,,S,28,",,,,,,,"23.70","2,,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2020-10",,,,,"0","1,S","0","1,S",,,,,,,,,,,,,"0.00","1,,S,31,+",,,,,,,"0.00","1,,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2020-11",,,,,"1","1,S","1","1,S",,,,,,,,,,,,,"0.87","1,,S,16,",,,,,,,"0.87","1,,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2021-01",,,,,"4","1,S","2","1,S",,,,,,,,,,,,,"1.61","1,,S,06,",,,,,,,"2.51","1,,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2021-08",,,,,"6","3,S","4","3,S",,,,,,,,,,,,,"1.26","3,,S,15,",,,,,,,"2.93","3,,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2021-09",,,,,"10","1,S","9","1,S",,,,,,,,,,,,,"2.28","1,,S,20,",,,,,,,"6.59","1,,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2021-10",,,,,"3","2,S","3","2,S",,,,,,,,,,,,,"0.83","2,,S,05,",,,,,,,"1.79","2,,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2021-11",,,,,"0",",S","0",",S",,,,,,,,,,,,,"0.00",",,S,30,+",,,,,,,"0.00",",,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2021-12",,,,,"0","1,S","0","1,S",,,,,,,,,,,,,"0.00","1,,S,31,+",,,,,,,"0.00","1,,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2022-01",,,,,"10",",S","7",",S",,,,,,,,,,,,,"2.36",",,S,07,",,,,,,,"8.87",",,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2022-02",,,,,"5","1,S","5","1,S",,,,,,,,,,,,,"0.59","1,,S,26,",,,,,,,"1.70","1,,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2022-03",,,,,"1",",S","0",",S",,,,,,,,,,,,,"0.09",",,S,04,",,,,,,,"0.09",",,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2022-05",,,,,"4","3,S","3","3,S",,,,,,,,,,,,,"1.57","3,,S,24,",,,,,,,"2.21","3,,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2022-06",,,,,"5","3,S","4","3,S",,,,,"0","5,S","25","5,S","23","5,S",,,"1.28","3,,S,19,","112","5,S,06,",,,,,"2.19","3,,,S",,,"102.2","5,,,S",,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2022-07",,,,,"17","4,S","13","4,S",,,,,,,,,,,,,"6.15","4,,S,21,",,,,,,,"16.32","4,,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2022-08",,,,,"8","3,S","6","3,S",,,,,,,,,,,,,"3.11","3,,S,15,",,,,,,,"6.18","3,,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2022-09",,,,,"3","4,S","2","4,S",,,,,"0","1,S","29","1,S","24","1,S",,,"2.09","4,,S,05,","97","1,S,01,",,,,,"3.33","4,,,S",,,"91.9","1,,,S",,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2022-10",,,,,"2","5,S","1","5,S",,,,,,,,,,,,,"0.35","5,,S,10,",,,,,,,"0.42","5,,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2022-11",,,,,"2","4,S","1","4,S",,,,,,,,,,,,,"0.67","4,,S,06,",,,,,,,"0.75","4,,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2022-12",,,,,"1","3,S","1","3,S",,,,,"0","2,S","16","2,S","0","2,S",,,"0.14","3,,S,30,","76","2,S,10,",,,,,"0.14","3,,,S",,,"67.7","2,,,S",,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2023-01",,,,,"6","1,S","3","1,S",,,,,"0","5,S","0","5,S","0","5,S",,,"0.79","1,,S,13,","69","5,S,27,",,,,,"1.29","1,,,S",,,"59.7","5,,,S",,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2023-02",,,,,"0",",S","0",",S",,,,,"0","4,S","22","4,S","0","4,S",,,"0.00",",,S,28,+","82","4,S,18,",,,,,"0.00",",,,S",,,"76.3","4,,,S",,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2023-03",,,,,"5","1,S","3","1,S","0","5,S","0","5,S","0","3,S","28","3,S","0","3,S","55","5,S,07,","0.83","1,,S,31,","87","3,S,14,",,,,,"1.77","1,,,S","69.0","7,S","80.5","3,,,S","57.4","5,,,S"
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2023-04",,,,,"5",",S","4",",S",,,,,"0","3,S","26","3,S","15","3,S",,,"0.79",",,S,01,","101","3,S,15,",,,,,"1.80",",,,S",,,"89.2","3,,,S",,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2023-05",,,,,"6",",S","6",",S",,,,,"0","4,S","27","4,S","21","4,S",,,"0.63",",,S,26,","110","4,S,22,",,,,,"2.02",",,,S",,,"94.7","4,,,S",,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2023-06",,,,,"8","1,S","8","1,S",,,,,"0","4,S","26","4,S","24","4,S",,,"1.85","1,,S,26,","106","4,S,10,",,,,,"7.83","1,,,S",,,"98.8","4,,,S",,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2023-07",,,,,"14",",S","11",",S",,,,,,,,,,,,,"3.86",",,S,19,",,,,,,,"15.48",",,,S",,,,,,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2023-08",,,,,"7",",S","6",",S",,,,,"0","3,S","28","3,S","27","3,S",,,"1.81",",,S,15,","99","3,S,22,+",,,,,"6.56",",,,S",,,"95.2","3,,,S",,
"PKM00041600","SIALKOT, PK","32.5","74.533","256.0","2023-09",,,,,"4",",S","3",",S",,,,,"0","4,S","26","4,S","22","4,S",,,"0.47",",,S,10,","97","4,S,06,",,,,,"1.27",",,,S",,,"93.2","4,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2001-05",,,,,,,,,,,,,"0","4,S","27","4,S","27","4,S",,,,,"117","4,S,04,",,,,,,,,,"103.6","4,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2001-11",,,,,,,,,,,,,"0","5,S","25","5,S","14","5,S",,,,,"99","5,S,01,",,,,,,,,,"91.5","5,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2002-02",,,,,,,,,,,,,"0","5,S","23","5,S","2","5,S",,,,,"91","5,S,26,+",,,,,,,,,"81.9","5,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2002-05",,,,,,,,,,,,,"0","5,S","26","5,S","26","5,S",,,,,"118","5,S,19,",,,,,,,,,"108.6","5,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2002-10",,,,,"0","2,S","0","2,S",,,,,,,,,,,,,"0.00","2,,S,31,+",,,,,,,"0.00","2,,,S",,,,,,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2002-11",,,,,"0","1,S","0","1,S",,,,,"0",",S","30",",S","11",",S",,,"0.00","1,,S,30,+","101",",S,01,",,,,,"0.00","1,,,S",,,"89.5",",,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2003-01",,,,,"0","4,S","0","4,S",,,,,,,,,,,,,"0.00","4,,S,31,+",,,,,,,"0.00","4,,,S",,,,,,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2003-02",,,,,"0","5,S","0","5,S",,,,,"0","4,S","24","4,S","3","4,S",,,"0.00","5,,S,28,+","97","4,S,28,",,,,,"0.00","5,,,S",,,"82.7","4,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2003-05",,,,,"0","1,S","0","1,S",,,,,"0","5,S","26","5,S","26","5,S",,,"0.00","1,,S,31,+","111","5,S,15,+",,,,,"0.00","1,,,S",,,"105.4","5,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2003-06",,,,,"1","2,S","1","2,S","0","5,S","0","5,S","0","3,S","27","3,S","27","3,S","76","5,S,19,","0.51","2,,S,19,","113","3,S,01,",,,,,"0.51","2,,,S","92.7","8,S","103.8","3,,,S","81.6","5,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2003-07",,,,,,,,,,,,,"0","3,S","28","3,S","21","3,S",,,,,"107","3,S,03,",,,,,,,,,"95.8","3,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2003-08",,,,,"2","5,S","1","5,S",,,,,"0","4,S","27","4,S","25","4,S",,,"1.72","5,,S,26,","104","4,S,24,",,,,,"1.77","5,,,S",,,"95.5","4,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2004-06",,,,,"0","5,S","0","5,S",,,,,"0","2,S","28","2,S","28","2,S",,,"0.00","5,,S,30,+","113","2,S,14,",,,,,"0.00","5,,,S",,,"105.0","2,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2004-08",,,,,"1","3,S","0","3,S",,,,,"0","4,S","27","4,S","27","4,S",,,"0.03","3,,S,06,","105","4,S,06,",,,,,"0.03","3,,,S",,,"99.5","4,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2004-09",,,"565","5,S","1",",S","1",",S","0","1,S","0","1,S","0","4,S","26","4,S","26","4,S","72","1,S,06,","0.22",",,S,27,","107","4,S,24,",,,"0","4,S","0.22",",,,S","87.6","5,S","98.7","4,,,S","76.5","1,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2004-10",,,,,"2","1,S","1","1,S",,,,,"0","5,S","26","5,S","18","5,S",,,"0.66","1,,S,04,","98","5,S,19,+",,,,,"0.70","1,,,S",,,"91.7","5,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2004-11",,,,,"0","3,S","0","3,S",,,,,,,,,,,,,"0.00","3,,S,30,+",,,,,,,"0.00","3,,,S",,,,,,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2005-01",,,,,,,,,,,,,"0","5,S","21","5,S","0","5,S",,,,,"84","5,S,08,",,,,,,,,,"73.5","5,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2005-02",,,,,,,,,,,,,"0","2,S","24","2,S","0","2,S",,,,,"88","2,S,15,",,,,,,,,,"78.7","2,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2005-03",,,,,"0","5,S","0","5,S",,,,,"0","3,S","28","3,S","20","3,S",,,"0.00","5,,S,31,+","99","3,S,20,",,,,,"0.00","5,,,S",,,"92.5","3,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2005-04",,,"553","5,S","0","2,S","0","2,S","0","4,S","0","4,S","0","4,S","26","4,S","26","4,S","63","4,S,01,","0.00","2,,S,30,+","108","4,S,04,",,,"0","4,S","0.00","2,,,S","87.0","5,S","101.7","4,,,S","72.3","4,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2005-06",,,,,,,,,,,,,"0","5,S","25","5,S","25","5,S",,,,,"110","5,S,07,",,,,,,,,,"104.9","5,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2005-08",,,,,,,,,,,,,"0","3,S","28","3,S","27","3,S",,,,,"101","3,S,04,+",,,,,,,,,"95.8","3,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2005-09",,,,,,,,,,,,,"0","5,S","25","5,S","25","5,S",,,,,"107","5,S,21,+",,,,,,,,,"99.3","5,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2005-10",,,,,,,,,,,,,"0","2,S","29","2,S","29","2,S",,,,,"104","2,S,16,",,,,,,,,,"97.7","2,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2005-11",,,"299","5,S",,,,,"0","2,S","0","2,S","0","4,S","26","4,S","17","4,S","54","2,S,30,",,,"96","4,S,18,",,,"0","4,S",,,"77.1","5,S","90.0","4,,,S","64.2","2,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2006-02",,,,,,,,,,,,,"0","1,S","27","1,S","15","1,S",,,,,"96","1,S,18,+",,,,,,,,,"89.6","1,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2006-05",,,,,,,,,"0","5,S","0","5,S","0","2,S","29","2,S","29","2,S","74","5,S,01,",,,"115","2,S,29,",,,,,,,"93.3","6,S","107.6","2,,,S","79.1","5,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2006-06",,,,,,,,,,,,,"0","3,S","27","3,S","27","3,S",,,,,"116","3,S,24,",,,,,,,,,"104.6","3,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2006-07",,,,,,,,,,,,,"0","1,S","30","1,S","30","1,S",,,,,"114","1,S,04,",,,,,,,,,"99.9","1,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2006-08",,,"537","4,S",,,,,"0","4,S","0","4,S","0",",S","31",",S","23",",S","75","4,S,19,",,,"99",",S,12,",,,"0",",S",,,"85.0","4,S","92.6",",,,S","77.5","4,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2006-09",,,,,,,,,,,,,"0","1,S","29","1,S","27","1,S",,,,,"103","1,S,18,",,,,,,,,,"95.9","1,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2006-10",,,"544","4,S",,,,,"0","3,S","0","3,S","0","1,S","30","1,S","30","1,S","68","3,S,31,",,,"106","1,S,02,",,,"0","1,S",,,"85.3","4,S","97.0","1,,,S","73.7","3,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2006-11",,,"300","4,S",,,,,"0","3,S","0","3,S","0","1,S","29","1,S","14","1,S","54","3,S,27,",,,"99","1,S,01,",,,"0","1,S",,,"76.4","4,S","88.5","1,,,S","64.3","3,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2006-12",,,"34","4,S",,,,,"0","1,S","0","1,S","0","3,S","24","3,S","0","3,S","49","1,S,11,",,,"86","3,S,18,",,,"38","3,S",,,"64.7","4,S","75.3","3,,,S","54.1","1,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2007-01","37","S","37","5,S",,,,,"0","3,S","0","3,S","0","2,S","25","2,S","0","2,S","44","3,S,06,",,,"85","2,S,18,",,,"50","2,S",,,"64.5","5,S","76.6","2,,,S","52.4","3,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2007-02","198","S","162","3,S",,,,,"0","2,S","0","2,S","0","3,S","25","3,S","3","3,S","52","2,S,14,",,,"90","3,S,26,+",,,"0","3,S",,,"71.4","3,S","84.2","3,,,S","58.6","2,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2007-03","513","S","315","5,S",,,,,"0","4,S","0","4,S","0","1,S","29","1,S","15","1,S","56","4,S,02,",,,"100","1,S,30,+",,,"0","1,S",,,"76.9","5,S","90.2","1,,,S","63.5","4,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2007-04","1178","S","665","2,S",,,,,"0","2,S","0","2,S","0","1,S","29","1,S","29","1,S","65","2,S,03,",,,"108","1,S,30,+",,,"0","1,S",,,"88.8","2,S","104.0","1,,,S","73.6","2,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2007-05","1877","S","699","5,S",,,,,"0","2,S","0","2,S","0","4,S","27","4,S","27","4,S","74","2,S,03,",,,"114","4,S,10,",,,"0","4,S",,,"91.9","5,S","105.2","4,,,S","78.5","2,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2007-06","2585","S","708","4,S",,,,,"0","3,S","0","3,S","0","1,S","29","1,S","28","1,S","75","3,S,04,",,,"110","1,S,23,",,,"0","1,S",,,"92.1","4,S","102.2","1,,,S","82.0","3,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2007-07",,,,,,,,,,,,,"0",",S","31",",S","31",",S",,,,,"106",",S,02,",,,,,,,,,"99.4",",,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2007-08",,,,,,,,,,,,,"0","2,S","29","2,S","29","2,S",,,,,"106","2,S,06,+",,,,,,,,,"97.2","2,,,S",,
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2007-09",,,"665","3,S",,,,,"0","2,S","0","2,S","0","1,S","29","1,S","29","1,S","74","2,S,30,",,,"107","1,S,22,",,,"0","1,S",,,"89.6","3,S","99.6","1,,,S","79.6","2,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2007-10",,,,,,,,,"0","4,S","0","4,S","0","2,S","29","2,S","29","2,S","65","4,S,09,",,,"104","2,S,02,+",,,,,,,"84.7","6,S","98.2","2,,,S","71.2","4,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2007-11",,,"412","1,S",,,,,"0","1,S","0","1,S","0","1,S","29","1,S","24","1,S","61","1,S,30,+",,,"102","1,S,06,",,,"0","1,S",,,"79.2","1,S","92.9","1,,,S","65.5","1,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2007-12",,,"46","3,S",,,,,"0","2,S","0","2,S","0","2,S","26","2,S","0","2,S","47","2,S,30,",,,"84","2,S,09,",,,"38","2,S",,,"65.1","3,S","75.5","2,,,S","54.7","2,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2008-01","7","S","7","1,S",,,,,"0",",S","0",",S","0","1,S","20","1,S","0","1,S","44",",S,02,+",,,"83","1,S,17,",,,"135","1,S",,,"60.7","1,S","71.5","1,,,S","49.8",",,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2008-02","109","S","102","3,S",,,,,"0","1,S","0","1,S","0","3,S","19","3,S","6","3,S","40","1,S,07,",,,"98","3,S,28,",,,"98","3,S",,,"65.4","3,S","79.8","3,,,S","51.0","1,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2008-05",,,,,,,,,"0","3,S","0","3,S","0","4,S","27","4,S","27","4,S","75","3,S,01,",,,"110","4,S,02,",,,,,,,"91.9","6,S","105.1","4,,,S","78.8","3,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2008-06",,,"731","3,S",,,,,"0","3,S","0","3,S","0",",S","30",",S","30",",S","80","3,S,26,",,,"106",",S,09,+",,,"0",",S",,,"92.1","3,S","101.5",",,,S","82.7","3,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2008-07",,,"701","3,S",,,,,"0","2,S","0","2,S","0","1,S","30","1,S","30","1,S","79","2,S,29,",,,"103","1,S,11,+","0","S","0","1,S",,,"90.1","3,S","98.7","1,,,S","81.5","2,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2008-08",,,,,"3","5,S","3","5,S","0","5,S","0","5,S","0","3,S","28","3,S","26","3,S","76","5,S,03,","3.20","5,,S,03,","101","3,S,11,+",,,,,"4.08","5,,,S","86.8","7,S","94.7","3,,,S","79.0","5,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2008-09",,,"599","5,S","0","3,S","0","3,S","0","1,S","0","1,S","0","4,S","26","4,S","26","4,S","75","1,S,27,+","0.00","3,,S,30,+","104","4,S,13,",,,"0","4,S","0.00","3,,,S","88.9","5,S","98.9","4,,,S","78.9","1,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2008-10",,,"589","4,S","0","3,S","0","3,S","0","1,S","0","1,S","0","3,S","28","3,S","28","3,S","71","1,S,28,","0.00","3,,S,31,+","106","3,S,04,",,,"0","3,S","0.00","3,,,S","86.6","4,S","99.0","3,,,S","74.3","1,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2008-11",,,,,"0","5,S","0","5,S","0","4,S","0","4,S","0","3,S","27","3,S","11","3,S","58","4,S,20,","0.00","5,,S,30,+","99","3,S,04,+",,,,,"0.00","5,,,S","76.5","6,S","88.3","3,,,S","64.8","4,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2008-12",,,,,"3","3,S","3","3,S","0","5,S","0","5,S","0","1,S","27","1,S","0","1,S","50","5,S,25,","5.35","3,,S,16,","88","1,S,04,",,,,,"6.04","3,,,S","66.7","6,S","75.7","1,,,S","57.7","5,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2009-01","24","S","24","5,S","1","1,S","0","1,S","0","2,S","0","2,S","0","3,S","25","3,S","0","3,S","51","2,S,26,","0.03","1,,S,15,","81","3,S,29,+",,,"38","3,S","0.03","1,,,S","64.4","5,S","74.0","3,,,S","54.7","2,,,S"
"PKM00041764","HYDERABAD AIRPORT, PK","25.383","68.417","41.0","2009-02","245","S","221",",S","1","1,S","0","1,S","0",",S","0",",S","0",",S","28",",S","7",",S","55",",S,09,","0.01","1,,S,14,","97",",S,24,",,,"0",",S","0.01","1,,,S","72.9",",S","85.3",",,,S","60.5",",,,S"
